Year,Date,Time,Race Name,Generic Race Type,Course,Position,Draw,Horse Name,SP (Decimal),Jockey,Trainer
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,1,3,Ilnamar (FR),1.04,Rodi Greene,M C Pipe
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,2,15,Joss Naylor (IRE),1.15,L Cooper,Jonjo O'Neill
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,3,8,Master Tern (USA),1.13,Tony Dobbin,Jonjo O'Neill
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,4,9,Stromness (USA),1.08,Robert Thornton,Alan King
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,5,6,Majestic I (IRE),34,David Dennis,Ian Williams
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,6,23,Hard To Start (IRE),1.07,Paul W Flynn,Philip Hobbs
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,7,28,Monifeth Man (IRE),51,D J Casey,M F Morris
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,8,17,Roveretto,1.05,Paddy Aspell,Mrs M Reveley
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,9,22,Hunters Tweed,34,David O'Meara,P Beaumont
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,10,20,First Ballot (IRE),1.07,Barry Fenton,David Elsworth
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,11,19,Secret Native (IRE),1.05,Daniel Howard,T J Taaffe
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,13,7,Polar Champ,34,Joffret Huet,M C Pipe
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,15,18,Fnan,1.05,Paul Carberry,Noel Meade
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,16,27,Yann's (FR),41,Warren Marston,Richard Phillips
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,18,10,Springfield Scally,34,Graham Lee,Steve Gollings
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,19,25,Cupboard Lover,34,J R Kavanagh,Nicky Henderson
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,20,21,Miss Fara (FR),51,Benjamin Hitchcott,M C Pipe
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,21,12,Tensile (IRE),1.04,Richard Johnson,Philip Hobbs
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,22,5,Havre De Thaix (FR),51,Sebastien Zuliani,C G Diard
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,23,26,Do Ye Know Wha (IRE),67,M Ahern,Roger Curtis
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,24,24,Clandestine,34,Marcus Foley,Nicky Henderson
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,25,1,Magnus (FR),34,Barry Geraghty,M C Pipe
2002,Wed/13/Mar,03:15:00,Coral Eurobet Cup Showcase Handicap Hurdle Class A Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,26,11,Golden Alpha (IRE),6.5,A P McCoy,M C Pipe
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,1,10,Hussard Collonges (FR),34,Russ Garritty,P Beaumont
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,2,12,Iznogoud (FR),1.07,A P McCoy,M C Pipe
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,3,2,Chives (IRE),34,Richard Guest,Henrietta C Knight
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,4,6,Frosty Canyon,1.13,D Gallagher,Paul Webber
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,5,3,Colonel Braxton (IRE),5.5,Norman Williamson,D T Hughes
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,6,14,Maximize (IRE),1.11,Jim Culloty,Henrietta C Knight
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,15,Risk Accessor (IRE),1.04,Conor O'Dwyer,C Roche
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,18,Valley Henry (IRE),1.08,Timmy Murphy,Paul Nicholls
2002,Wed/13/Mar,03:55:00,Royal & SunAlliance Chase Class A Grade 1,"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,19,Japhet (FR),1.18,Benoit Gicquel,G Macaire
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,1,19,Rith Dubh (IRE),1.1,Mr J T McNamara,Jonjo O'Neill
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,3,7,Silver Steel,1.08,Alan Crowe,C Roche
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,4,6,Oa Baldixe (FR),1.11,Mr A J Martin,Noel Meade
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,5,24,Haut Cercy (FR),1.14,Mr R Burton,Henry Daly
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,7,1,Family Business I (IRE),1.04,Mr G Elliott,M C Pipe
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,8,25,Mister Bigtime (IRE),7,Mr P Fenton,Richard Rowe
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,9,14,Happy Hussar (IRE),101,Dr P,Pritchard
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,F,9,Billy The Snake (IRE),1.06,Mr A Fitzgerald,P Hughes
2002,Wed/13/Mar,04:30:00,132nd Year of National Hunt Chase Challenge Cup Amateur Riders' Novices' Chase Class B,"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,F,3,Lanmire Tower (IRE),1.06,Mr T Lombard,Jonjo O'Neill
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,1,7,Blowing Wind (FR),1.04,R Walsh,M C Pipe
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,2,2,Lady Cricket (FR),3.5,A P McCoy,M C Pipe
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,3,16,Its Time For A Win (IRE),1.06,D J Casey,W P Mullins
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,4,18,Strong Run (IRE),1.07,Carl Llewellyn,Noel Meade
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,5,9,Monty's Pass (IRE),1.07,Barry Geraghty,James Joseph Mangan
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,6,3,Rathbawn Prince (IRE),1.05,Norman Williamson,D T Hughes
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,7,13,Tango Royal (FR),41,Robert Thornton,M C Pipe
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,8,5,Exit To Wave (FR),1.04,Timmy Murphy,Paul Nicholls
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,10,20,Tyndarius (IRE),51,Paddy Aspell,Brian Ellison
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,11,6,Majadou (FR),1.05,Tom Scudamore,M C Pipe
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,12,8,Irbee,1.04,Joe Tizzard,Paul Nicholls
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,13,17,Dark Stranger (FR),41,K A Kelly,M C Pipe
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,15,19,Mr Markham (IRE),34,Marcus Foley,J T Gifford
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,F,15,Ryalux (IRE),1.05,Tony Dobbin,Andrew Crook
2002,Wed/13/Mar,05:05:00,52nd Year of Mildmay of Flete Challenge Cup Handicap Chase Class A (Listed Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,F,14,L'Epicurien (FR),1.11,Rodi Greene,M C Pipe
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,1,13,Pizarro (IRE),1.07,Jamie Spencer,E J O'Grady
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,3,3,Back In Front (IRE),1.08,Charlie Swan,E J O'Grady
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,4,19,Thisthatandtother (IRE),1.13,Timmy Murphy,Paul Nicholls
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,6,17,Supreme Developer (IRE),1.17,A P McCoy,Anthony Mullins
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,7,18,Temple Dog (IRE),1.04,Russ Garritty,Tom Tate
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,8,6,Calling Brave (IRE),1.05,Mick Fitzgerald,Nicky Henderson
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,9,2,Alvino,1.07,Jim Culloty,Henrietta C Knight
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,10,12,No Collusion (IRE),1.06,Richard Johnson,Noel Chance
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,11,22,Special Present,67,Barry Keniry,L Wells
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,12,10,Karinga City,101,Joe Tizzard,Miss M Bragg
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,14,11,Mcsnappy,101,Sean Curran,Seamus Mullins
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,15,5,Beechcourt,1.06,T P Rudd,M J P O'Brien
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,16,16,Russian Gigolo (IRE),101,Tony Evans,Nigel Twiston-Davies
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,17,15,Rose D'April (FR),51,Richard Guest,L Lungo
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,18,8,Fosse Hill,34,Carl Llewellyn,Henrietta C Knight
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,19,20,Fiery Creek,151,Warren Marston,D J Wintle
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,20,23,Love Mail,67,Mark Bradburne,Sue Bradburne
2002,Wed/13/Mar,05:40:00,Weatherbys Champion Bumper Standard Open National Hunt Flat Class A Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,21,21,The Screamer (IRE),101,P G Hourigan,Michael Hourigan
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,1,17,Scolardy (IRE),1.06,Charlie Swan,W P Mullins
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,2,27,Newhall (IRE),1.13,F J,Flood F Flood
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,3,5,Diamond Joshua (IRE),67,Jim Culloty,John Berry
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,4,1,Balapour (IRE),101,J P Elliott,Patrick O Brady
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,5,9,Hyderabad,34,D J Casey,M F Morris
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,6,20,Turtleback (IRE),1.06,Norman Williamson,E J O'Grady
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,7,24,Wesley Snype (FR),51,L Metais,F Doumen
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,8,18,Sud Bleu (FR),1.06,Timmy Murphy,Paul Nicholls
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,9,14,Quazar (IRE),1.06,Conor O'Dwyer,Jonjo O'Neill
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,10,23,Vol Solitaire (FR),1.06,Joe Tizzard,Paul Nicholls
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,11,16,Riyadh,67,Barry Geraghty,M C Pipe
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,12,7,Hawkes Run,51,Noel Fehily,Charlie Mann
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,13,26,Live The Dream,34,Tom Scudamore,M C Pipe
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,14,21,Valeureux,51,Graham Lee,J Hetherton
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,15,2,Burning Impulse,1.04,Tom Doyle,Paul Webber
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,16,25,Eluna,1.09,David Dennis,Ian Williams
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,17,19,Tender Cove (IRE),1.07,J R Barry,P Mullins
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,18,4,Cashel Bay (USA),67,Martin Mooney,Luke Comer
2002,Thu/14/Mar,02:00:00,JCB Triumph Hurdle Class A Grade 1,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",Cheltenham,19,8,Heezapistol (FR),1.07,R Walsh,W P Mullins
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,1,2,Baracouda (FR),2.63,T Doumen,F Doumen
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,3,9,It Takes Time I (IRE),1.08,A P McCoy,M C Pipe
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,4,16,Telemoss (IRE),1.05,Brian Harding,Nicky Richards
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,5,4,Bounce Back (USA),41,Barry Geraghty,M C Pipe
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,6,14,Spendid (IRE),1.05,Warren Marston,Alan King
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,7,10,Jair Du Cochet (FR),1.11,Jacques Ricou,G Macaire
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,8,7,Deano's Beeno,34,Rodi Greene,M C Pipe
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,10,11,Montalcino I (IRE),34,Norman Williamson,Venetia Williams
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,12,12,Pelagos (FR),201,Blythe Miller,F Bruce Miller
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,13,8,Effectual I,101,B J Crowley,Venetia Williams
2002,Thu/14/Mar,02:35:00,Bonusprint Stayers' Hurdle Class A Grade 1,Championship Hurdle - Grade 1 (Stayers),Cheltenham,F,13,Sir Talbot,34,Timmy Murphy,Jim Old
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,1,4,Best Mate (IRE),1.14,Jim Culloty,Henrietta C Knight
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,2,5,Commanche Court (IRE),1.04,R Walsh,T M Walsh
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,3,15,See More Business (IRE),41,Joe Tizzard,Paul Nicholls
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,4,12,Marlborough (IRE),1.08,D Gallagher,Nicky Henderson
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,5,18,What's Up Boys (IRE),34,Paul W Flynn,Philip Hobbs
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,6,1,Alexander Banquet (IRE),1.08,Barry Geraghty,W P Mullins
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,7,13,Moscow Express (IRE),67,J R Barry,Ms F M Crowley
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,8,6,Cyfor Malta (FR),1.04,Rodi Greene,M C Pipe
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,9,8,Foxchapel King (IRE),1.08,D J Casey,M F Morris
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,10,11,Lord Noelie (IRE),1.06,Richard Guest,Henrietta C Knight
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,11,7,Florida Pearl (IRE),1.1,Conor O'Dwyer,W P Mullins
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,12,2,Bacchanal (IRE),1.17,Mick Fitzgerald,Nicky Henderson
2002,Thu/14/Mar,03:15:00,Tote Cheltenham Gold Cup Chase Showcase Race Class A Grade 1,Championship Chase - Grade 1 (Gold Cup),Cheltenham,F,14,Sackville (IRE),34,John Cullen,Ms F M Crowley
2002,Thu/14/Mar,03:55:00,Christie's Foxhunter Chase Challenge Cup Class B,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,1,9,Last Option,1.05,Mrs F,Needham R Tate
2002,Thu/14/Mar,03:55:00,Christie's Foxhunter Chase Challenge Cup Class B,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,2,6,Gunner Welburn,1.13,Mr R,Cope Caroline Bailey
2002,Thu/14/Mar,03:55:00,Christie's Foxhunter Chase Challenge Cup Class B,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,3,21,Torduff Express (IRE),1.1,Miss P Gundry,Paul Nicholls
2002,Thu/14/Mar,03:55:00,Christie's Foxhunter Chase Challenge Cup Class B,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,4,8,Joe Blake (IRE),1.18,Mr L Lennon,I R Ferguson
