Year,Date,Time,Race Name,Generic Race Type,Course,Position,Draw,Horse Name,SP (Decimal),Jockey,Trainer
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,12,2,Grand Roi (FR),7,Jack Kennedy,Mrs Denise Foster
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,13,14,Garo De Juilley (FR),67,Felix De Giles,Sophie Leech
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,15,8,Saint Sonnet (FR),34,Harry Cobden,Paul Nicholls
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,16,3,Koshari (FR),1.08,Paul Townend,W P Mullins
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,17,24,Nelson River,81,Harry Bannister,Tony Carroll
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,18,20,Shakem Up'arry (IRE),1.04,David Bass,Ben Pauling
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,19,22,Shang Tang (IRE),51,Tom Bellamy,Emma Lavelle
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,20,17,Dysart Diamond (IRE),1.04,Danny Mullins,W P Mullins
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,21,26,Witness Protection (IRE),34,James Best,Martin Keighley
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,22,13,Boreham Bill (IRE),51,Ben Jones,Emma Lavelle
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,23,18,Sneaky Getaway (IRE),1.05,Brian Hayes,Emmet Mullins
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,F,16,Blue Sari (FR),1.07,Mark Walsh,W P Mullins
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,1,10,Put The Kettle On (IRE),1.12,Aidan Coleman,Henry De Bromhead
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,2,6,Nube Negra (SPA),1.09,Harry Skelton,Dan Skelton
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,3,1,Chacun Pour Soi (FR),1.62,Paul Townend,W P Mullins
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,4,4,Greaneteen (FR),51,Harry Cobden,Paul Nicholls
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,5,9,Sceau Royal (FR),1.06,Daryl Jacob,Alan King
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,6,3,First Flow (IRE),1.09,David Bass,Kim Bailey
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,7,5,Notebook (GER),1.05,Rachael Blackmore,Henry De Bromhead
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,8,2,Cilaos Emery (FR),1.08,B J Cooper,W P Mullins
2021,Wed/17/Mar,03:05:00,Betway Queen Mother Champion Chase (Grade 1) (GBB Race),Championship Chase - Grade 1 (Queen Mother),Cheltenham,9,8,Rouge Vif (FR),1.05,Gavin Sheehan,Harry Whittington
2021,Wed/17/Mar,03:40:00,Glenfarclas Chase (A Cross Country Chase) (GBB Race),Cross Country Chase,Cheltenham,1,13,Tiger Roll (IRE),1.22,Keith Donoghue,Mrs Denise Foster
2021,Wed/17/Mar,03:40:00,Glenfarclas Chase (A Cross Country Chase) (GBB Race),Cross Country Chase,Cheltenham,2,5,Easysland (FR) EvensF Felix De Giles D Cottin Feli,N/A,?,N/A
2021,Wed/17/Mar,03:40:00,Glenfarclas Chase (A Cross Country Chase) (GBB Race),Cross Country Chase,Cheltenham,3,12,Some Neck (FR),1.12,Richard Johnson,John C McConnell
2021,Wed/17/Mar,03:40:00,Glenfarclas Chase (A Cross Country Chase) (GBB Race),Cross Country Chase,Cheltenham,4,1,Alpha Des Obeaux (FR),1.05,Sean Flanagan,Mrs Denise Foster
2021,Wed/17/Mar,03:40:00,Glenfarclas Chase (A Cross Country Chase) (GBB Race),Cross Country Chase,Cheltenham,5,10,Out Sam,51,Jody McGarvey,Mrs Denise Foster
2021,Wed/17/Mar,03:40:00,Glenfarclas Chase (A Cross Country Chase) (GBB Race),Cross Country Chase,Cheltenham,6,6,Hogan's Height (IRE),1.04,Gavin Sheehan,Jamie Snowden
2021,Wed/17/Mar,03:40:00,Glenfarclas Chase (A Cross Country Chase) (GBB Race),Cross Country Chase,Cheltenham,F,7,Kings Temptation,67,Bryan Carver,Ben Case
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,1,5,Sky Pirate,1.07,Nick Scholfield,Jonjo O'Neill
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,3,4,Ibleo (FR),1.11,Charlie Deutsch,Venetia Williams
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,4,14,On The Slopes,1.06,Tom Cannon,Chris Gordon
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,5,16,Not That Fuisse (FR),1.09,Harry Skelton,Dan Skelton
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,6,19,Capuccimix (FR),41,Darragh O'Keeffe,Henry De Bromhead
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,7,1,Duc Des Genievres (FR),1.05,Lorcan Williams,Paul Nicholls
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,8,10,Amoola Gold (GER),1.04,Bridget Andrews,Dan Skelton
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,9,15,Ashutor (FR),1.04,Harry Cobden,Paul Nicholls
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,10,3,Chosen Mate (IRE),1.14,Jordan Gainford,Mrs Denise Foster
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,11,7,Us And Them (IRE),1.07,J J Slevin,Joseph Patrick O'Brien
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,12,9,Glen Forsa (IRE),34,Tom Scudamore,Mick Channon
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,13,6,Bun Doran (IRE),34,Jonathan Burke,Tom George
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,14,17,Western Miller (IRE),126,Paul O'Brien,Charlie Longsdon
2021,Wed/17/Mar,04:15:00,Johnny Henderson Grand Annual Challenge Cup Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Grand Annual, 2m)",Cheltenham,F,11,Embittered (IRE),5.5,Rachael Blackmore,Joseph Patrick O'Brien
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,1,9,Sir Gerhard (IRE),3.13,Rachael Blackmore,W P Mullins
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,2,6,Kilcruit (IRE),1.91,Paul Townend,W P Mullins
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,3,12,Elle Est Belle,1.06,Harry Skelton,Dan Skelton
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,4,10,Three Stripe Life (IRE),1.1,Jack Kennedy,Mrs Denise Foster
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,5,15,Super Six,81,Tom Bellamy,Nigel Twiston-Davies
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,6,13,Grangee (FR),1.06,Danny Mullins,W P Mullins
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,7,11,Wonderwall (IRE),51,James Bowen,Richard Spencer
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,8,7,Ramillies (IRE),1.07,B J Cooper,W P Mullins
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,9,14,I Like To Move It,41,Sam Twiston-Davies,Nigel Twiston-Davies
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,10,8,Shearer (IRE),51,A P Heskin,Paul Nicholls
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,11,1,Chemical Energy (IRE),51,Robbie Power,Mrs Denise Foster
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,12,2,Cool Jet (IRE),51,Brian Hayes,W P Mullins
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,13,5,Jack's A Legend,81,Tom O'Brien,Alan Jones
2021,Wed/17/Mar,04:50:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) (Grade 1) (GBB Race),NH Flat / Bumper - Grade 1,Cheltenham,14,3,Creggan White Hare (IRE),301,Jamie Bargary,Sean Conway
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,1,3,Chantry House (IRE),1.11,Nico de Boinville,Nicky Henderson
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,2,7,Fusil Raffles (FR),1.07,Daryl Jacob,Nicky Henderson
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,3,1,Asterion Forlonge (FR),1.07,Paul Townend,W P Mullins
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,4,4,Chatham Street Lad (IRE),1.07,Darragh O'Keeffe,Michael Winters
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,5,8,Shan Blue (IRE),1.1,Harry Skelton,Dan Skelton
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,6,2,Blackbow (IRE),41,B J Cooper,W P Mullins
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,7,5,Darver Star (IRE),34,Keith Donoghue,Gavin Cromwell
2021,Thu/18/Mar,01:20:00,Marsh Novices' Chase (Grade 1) (Registered as The Golden Miller) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,6,Envoi Allen (FR),1.44,Jack Kennedy,Henry De Bromhead
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,1,16,Mrs Milner (IRE),1.08,B J Cooper,Paul Nolan
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,2,1,The Bosses Oscar (IRE),4.33,Jordan Gainford,Mrs Denise Foster
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,3,18,Come On Teddy (IRE),1.1,Jonathan Burke,Tom George
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,4,25,Milliner (IRE),1.14,Rachael Blackmore,Henry De Bromhead
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,7,4,Dandy Mag (FR),1.05,Paul Townend,W P Mullins
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,8,9,Spiritofthegames (IRE),1.06,Harry Skelton,Dan Skelton
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,9,23,Everglow,41,Tom O'Brien,Philip Hobbs
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,10,22,Potters Hedger,126,Jack Quinlan,Lucy Wadham
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,11,14,Anything Will Do (IRE),1.05,J J Slevin,Joseph Patrick O'Brien
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,12,3,Brinkley (FR),1.06,Tom Scudamore,David Pipe
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,14,10,Storm Arising (IRE),1.05,Bryony Frost,Paul Nicholls
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,15,7,Copperhead,41,Jonjo O'Neill Jr,Colin Tizzard
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,16,5,Imperial Alcazar (IRE),1.18,Paddy Brennan,Fergal O'Brien
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,17,19,Perfect Man (IRE),126,Oakley Brown,Sophie Leech
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,18,8,Keeper Hill (IRE),41,A P Heskin,Warren Greatrex
2021,Thu/18/Mar,01:55:00,Pertemps Network Final Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,19,13,No Comment,51,Richard Johnson,Philip Hobbs
2021,Thu/18/Mar,02:30:00,Ryanair Chase (Registered as The Festival Trophy) (Grade 1) (GBB Race),Championship Chase - Grade 1 (Ryanair),Cheltenham,1,1,Allaho (FR),4,Rachael Blackmore,W P Mullins
2021,Thu/18/Mar,02:30:00,Ryanair Chase (Registered as The Festival Trophy) (Grade 1) (GBB Race),Championship Chase - Grade 1 (Ryanair),Cheltenham,2,4,Fakir d'Oudairies (FR),1.18,Mark Walsh,Joseph Patrick O'Brien
2021,Thu/18/Mar,02:30:00,Ryanair Chase (Registered as The Festival Trophy) (Grade 1) (GBB Race),Championship Chase - Grade 1 (Ryanair),Cheltenham,3,14,Tornado Flyer (IRE),1.04,Danny Mullins,W P Mullins
2021,Thu/18/Mar,02:30:00,Ryanair Chase (Registered as The Festival Trophy) (Grade 1) (GBB Race),Championship Chase - Grade 1 (Ryanair),Cheltenham,4,7,Kalashnikov (IRE),1.04,Jack Quinlan,Amy Murphy
2021,Thu/18/Mar,02:30:00,Ryanair Chase (Registered as The Festival Trophy) (Grade 1) (GBB Race),Championship Chase - Grade 1 (Ryanair),Cheltenham,5,5,Fanion D'Estruval (FR),67,Charlie Deutsch,Venetia Williams
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,1,3,Flooring Porter (IRE),1.08,Danny Mullins,Gavin Cromwell
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,2,12,Sire Du Berlais (FR),1.2,Mark Walsh,Mrs Denise Foster
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,3,9,Paisley Park (IRE),3.25,Aidan Coleman,Emma Lavelle
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,4,2,Beacon Edge (IRE),1.1,Sean Flanagan,Noel Meade
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,5,13,The Storyteller (IRE),1.09,Keith Donoghue,Mrs Denise Foster
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,6,14,Vinndication (IRE),1.06,David Bass,Kim Bailey
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,7,1,Bacardys (FR),51,Paul Townend,W P Mullins
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,8,15,Younevercall (IRE),101,Ciaran Gethings,Kim Bailey
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,9,5,If The Cap Fits (IRE),1.04,Daryl Jacob,Harry Fry
2021,Thu/18/Mar,03:05:00,Paddy Power Stayers' Hurdle (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Stayers),Cheltenham,F,7,Lisnagar Oscar (IRE),1.09,Harry Skelton,Rebecca Curtis
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,1,14,The Shunter (IRE),3.25,Jordan Gainford,Emmet Mullins
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,2,7,Farclas (FR),1.2,Jack Kennedy,Mrs Denise Foster
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,3,1,Top Notch (FR),51,Luca Morgan,Nicky Henderson
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,5,4,Assemble,1.05,Rachael Blackmore,Joseph Patrick O'Brien
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,6,5,Huntsman Son (IRE),41,Kielan Woods,Alex Hales
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,7,2,Caribean Boy (FR),1.08,Daryl Jacob,Nicky Henderson
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,9,15,Kiltealy Briggs (IRE),41,A P Heskin,Jamie Snowden
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,10,6,Oldgrangewood,1.04,Harry Skelton,Dan Skelton
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,11,8,Happy Diva (IRE),1.07,Richard Patrick,Kerry Lee
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,13,20,The Unit (IRE),67,Tom Cannon,Alan King
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,14,22,Dead Right,1.04,Tom Scudamore,Neil Mulholland
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,15,12,A Wave Of The Sea (IRE),1.13,Mark Walsh,Joseph Patrick O'Brien
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,16,13,Two Taffs (IRE),81,Sam Twiston-Davies,Nigel Twiston-Davies
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,17,16,Paddy's Poem,41,James Davies,Nick Gifford
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,18,3,Mister Whitaker (IRE),1.06,Jonathan Burke,Mick Channon
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,19,19,Champagne Court (IRE),1.04,Nick Scholfield,Jeremy Scott
2021,Thu/18/Mar,03:40:00,Paddy Power Plate Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Plate, 2m4f)",Cheltenham,F,9,Fils d'Oudairies (FR),1.06,Donagh Meyler,Joseph Patrick O'Brien
2021,Thu/18/Mar,04:15:00,Parnell Properties Mares' Novices' Hurdle (Grade 2) (Registered as The Dawn Run),Mares Novice Hurdle - Grade 2,Cheltenham,1,14,Telmesomethinggirl (IRE),1.2,Rachael Blackmore,Henry De Bromhead
2021,Thu/18/Mar,04:15:00,Parnell Properties Mares' Novices' Hurdle (Grade 2) (Registered as The Dawn Run),Mares Novice Hurdle - Grade 2,Cheltenham,2,8,Magic Daze (IRE),1.05,Robbie Power,Henry De Bromhead
2021,Thu/18/Mar,04:15:00,Parnell Properties Mares' Novices' Hurdle (Grade 2) (Registered as The Dawn Run),Mares Novice Hurdle - Grade 2,Cheltenham,3,10,Mighty Blue (FR),1.08,J J Slevin,Joseph Patrick O'Brien
2021,Thu/18/Mar,04:15:00,Parnell Properties Mares' Novices' Hurdle (Grade 2) (Registered as The Dawn Run),Mares Novice Hurdle - Grade 2,Cheltenham,4,3,Skyace (IRE),1.04,Jody McGarvey,John Joseph Hanlon
2021,Thu/18/Mar,04:15:00,Parnell Properties Mares' Novices' Hurdle (Grade 2) (Registered as The Dawn Run),Mares Novice Hurdle - Grade 2,Cheltenham,5,15,The Glancing Queen (IRE),1.11,Tom Cannon,Alan King
